elapsed,time_per_iteration,best_value
0.0,0.0,1493
0.01420903205871582,0.00710451602935791,1535
0.027460813522338867,0.009153604507446289,1547
0.05269670486450195,0.01053934097290039,1568
0.06145191192626953,0.010241985321044922,1686
0.7591638565063477,0.01054394245147705,1700
1.361562728881836,0.010720966369148315,1709
1.6054747104644775,0.010425160457561542,1711
2.731411933898926,0.010385596706840023,1714
8.71317982673645,0.010073040262123063,1764
31.43020796775818,0.0099180208165851,1771
41.41052269935608,0.009780473004099215,1788
118.37558770179749,0.01007023289679264,1798
254.8900716304779,0.010254669763054308,1809
300.00108218193054,0.010173321651528724,1809
