elapsed,time_per_iteration,best_value
0.0,0.0,1470
0.008843183517456055,0.004421591758728027,1484
0.017225027084350586,0.005741675694783528,1592
0.026459932327270508,0.006614983081817627,1670
0.5276639461517334,0.01147095535112464,1676
1.1840519905090332,0.012870130331619926,1681
2.627948045730591,0.012695401187104303,1722
5.648556232452393,0.01230622272865445,1727
6.300304889678955,0.012377809213514647,1745
25.962352991104126,0.013132196758272194,1823
112.5237488746643,0.013316419985167374,1836
300.00222420692444,0.013246885865983328,1836
