elapsed,time_per_iteration,best_value
0.0,0.0,1358
0.0075681209564208984,0.0037840604782104492,1486
0.055264949798583984,0.011052989959716797,1584
0.17752504348754883,0.009343423341449938,1609
0.2674989700317383,0.011145790417989096,1665
0.7838740348815918,0.01451618583114059,1708
1.7490510940551758,0.01240461768833458,1713
2.2229931354522705,0.012147503472416778,1775
49.75088715553284,0.0120578980018257,1776
61.9525408744812,0.011700196576861416,1784
104.43039512634277,0.01174034796248935,1791
127.91960501670837,0.012730852410102345,1792
161.77416491508484,0.01385408623063157,1794
234.80237102508545,0.013626740817427048,1845
300.0263171195984,0.012703290588517165,1845
