elapsed,time_per_iteration,best_value
0.0,0.0,1234
0.007905006408691406,0.003952503204345703,1360
0.029629945755004883,0.007407486438751221,1362
0.037728071212768555,0.007545614242553711,1472
0.09528517723083496,0.009528517723083496,1481
0.17283201217651367,0.010802000761032104,1593
1.1119239330291748,0.012635499238967896,1594
1.5788023471832275,0.013267246614985106,1667
4.981121063232422,0.013354211965770567,1672
25.18621325492859,0.012443781252435074,1676
70.42811799049377,0.013693975887710243,1685
124.64140605926514,0.01488433318118762,1707
300.0020110607147,0.015083057368562832,1707
