elapsed,time_per_iteration,best_value
9.5367431640625e-07,9.5367431640625e-07,1373
0.02330183982849121,0.011650919914245605,1557
0.12359309196472168,0.010299424330393473,1635
0.20076298713684082,0.0143402133669172,1641
0.28435301780700684,0.01672664810629452,1663
0.4192378520965576,0.01822773269985033,1734
5.016576051712036,0.021530369320652516,1778
22.969588041305542,0.023225063742472744,1799
82.11020112037659,0.023897031757967573,1809
239.01391315460205,0.02309759500914206,1819
300.04851818084717,0.02281737780842944,1819
