elapsed,time_per_iteration,best_value
0.0,0.0,1349
0.00819087028503418,0.00409543514251709,1601
0.04169487953186035,0.013898293177286783,1611
0.051158905029296875,0.012789726257324219,1666
0.3119380474090576,0.011553261015150283,1671
2.4252729415893555,0.017702722201382158,1701
6.8229968547821045,0.018390827101838557,1708
27.411453008651733,0.018956744819261226,1722
36.12014293670654,0.01887154803380697,1743
40.49584603309631,0.01877415207839421,1752
46.137300968170166,0.01877790027194553,1777
129.40080404281616,0.019077223063956386,1780
175.7672438621521,0.019018312471559412,1782
230.9160611629486,0.01904619442122638,1786
300.0224561691284,0.019086612136212763,1786
