elapsed,time_per_iteration,best_value
0.0,0.0,1398
0.014405250549316406,0.004801750183105469,1540
0.030883073806762695,0.006176614761352539,1543
0.12570714950561523,0.008380476633707683,1668
0.15027832984924316,0.008839901755837834,1699
1.988875150680542,0.014105497522557036,1700
5.54770827293396,0.015805436675025528,1726
14.91467809677124,0.015917479292178485,1731
22.34646725654602,0.015759144750737673,1734
25.300113201141357,0.015694859305918955,1736
26.282116174697876,0.01570018887377412,1760
31.079429149627686,0.015808458367053756,1790
97.92606210708618,0.01697158788684336,1804
181.89450526237488,0.016810952427206552,1809
300.00924611091614,0.015455630627526461,1809
