elapsed,time_per_iteration,best_value
0.0,0.0,1660
2.275725841522217,0.020139166739134663,1675
3.2891149520874023,0.019813945494502425,1704
5.995732069015503,0.020052615615436465,1715
7.144404888153076,0.020125084191980495,1745
7.622992992401123,0.0201666481280453,1764
42.089688777923584,0.01990997577006792,1769
49.509002923965454,0.019748305913029698,1772
56.21902084350586,0.01966387577597267,1789
71.34248495101929,0.01928696538281138,1832
243.88930797576904,0.01809133654593643,1834
300.00507402420044,0.016441336878621166,1834
