elapsed,time_per_iteration,best_value
0.0,0.0,1253
0.007905006408691406,0.003952503204345703,1410
0.017141103744506836,0.005713701248168945,1412
0.03218197822570801,0.008045494556427002,1467
0.1069490909576416,0.008912424246470133,1526
0.1380600929260254,0.008628755807876587,1595
0.2203209400177002,0.008473882308373084,1611
2.153860092163086,0.011159896850585938,1621
4.541295051574707,0.011857167236487486,1645
10.92954707145691,0.013460033339232647,1656
12.071441888809204,0.013149718833125495,1663
16.848737001419067,0.012783563734005363,1675
33.82116413116455,0.011670519023866304,1678
66.47963285446167,0.011189973548975201,1687
300.00338530540466,0.01143305584243158,1687
