elapsed,time_per_iteration,best_value
0.0,0.0,1523
0.06045413017272949,0.008636304310389928,1552
0.06888222694396973,0.008610278367996216,1603
0.3309621810913086,0.010029157002766928,1655
0.847905158996582,0.009859362313913744,1693
1.3803420066833496,0.009652741305477969,1720
1.510127305984497,0.009557767759395552,1732
6.010440349578857,0.009218466793832604,1734
8.69717025756836,0.00911653066831065,1751
16.032596349716187,0.009104256870934802,1774
41.01569223403931,0.009032303949359019,1807
300.00477385520935,0.008970093402757045,1807
