elapsed,time_per_iteration,best_value
0.0,0.0,1474
0.008633136749267578,0.004316568374633789,1516
0.02365708351135254,0.005914270877838135,1636
0.03257298469543457,0.006514596939086914,1685
0.4552488327026367,0.016861067877875432,1694
0.8108749389648438,0.01725265827584774,1804
31.521530866622925,0.020000971362070383,1810
56.04933214187622,0.020263677563946574,1811
64.37278008460999,0.02021123393551334,1826
81.94871497154236,0.020036360628738963,1839
174.30028200149536,0.013739577644765518,1847
205.12429118156433,0.01404672267216081,1890
300.0004200935364,0.014263998673142658,1890
