elapsed,time_per_iteration,best_value
0.0,0.0,1369
0.007700204849243164,0.003850102424621582,1483
0.03727006912231445,0.006211678187052409,1530
0.0750892162322998,0.006826292384754528,1542
0.10293221473693848,0.006862147649129232,1691
0.2033231258392334,0.007011142270318393,1693
0.38470029830932617,0.007258496194515588,1779
2.1289212703704834,0.007685636355128099,1833
7.415809154510498,0.007653053823024249,1839
13.544467210769653,0.007634987153759669,1846
34.174620151519775,0.007635080462806027,1892
43.99559235572815,0.00763812367286947,1900
70.9703311920166,0.007643546708887087,1914
300.0037639141083,0.009019414464377016,1914
