elapsed,time_per_iteration,best_value
9.5367431640625e-07,9.5367431640625e-07,1394
0.029687881469726562,0.0059375762939453125,1452
0.05274605751037598,0.006593257188796997,1466
0.08201098442077637,0.006834248701731364,1550
0.09044218063354492,0.006957090817964994,1624
0.2015531063079834,0.007752042550307054,1664
0.6517751216888428,0.008690334955851238,1678
1.9624450206756592,0.009127651258956555,1728
2.411029100418091,0.00923765938857506,1735
2.7343239784240723,0.00936412321378107,1745
12.52817177772522,0.011654113281604856,1780
300.0074679851532,0.019995165821457824,1780
