elapsed,time_per_iteration,best_value
0.0,0.0,1465
0.006905078887939453,0.0034525394439697266,1623
0.028918027877807617,0.005783605575561524,1659
0.1700739860534668,0.007086416085561116,1732
0.6868650913238525,0.007230158856040553,1811
20.393451929092407,0.007472866225391135,1832
56.6556191444397,0.007455667738444492,1833
57.705947160720825,0.007455548728775301,1860
67.04345107078552,0.00745838814893598,1867
117.40717196464539,0.008680110303463358,1909
300.0025861263275,0.00892466417154031,1909
