elapsed,time_per_iteration,best_value
0.0,0.0,1548
0.06732702255249023,0.009618146078927177,1654
0.9739820957183838,0.01739253742354257,1660
1.1622800827026367,0.017347463920934877,1670
1.4925410747528076,0.017982422587383223,1705
16.835569858551025,0.019690724980761434,1716
30.01139521598816,0.019941126389360905,1717
39.24170899391174,0.019899446751476542,1731
84.61784505844116,0.020127936502959364,1747
89.9650559425354,0.020167015454502443,1751
111.10653710365295,0.020274915529863678,1757
176.37354612350464,0.01759337118438949,1759
206.22057604789734,0.015629875401538377,1761
246.65236520767212,0.015609921220661484,1793
300.0151650905609,0.016400544748841683,1793
